universe_path,universe,sleeve,base_vol_weight,base_trend_weight,stress_k,stress_variant,vix_weight,drawdown_weight,cost_bps,cagr,sharpe,max_dd,volatility,turnover_sum,avg_gross,max_gross,n_rebalances,passes_max_gross,passes_full_period_dd,passes_full_period_sharpe
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_30,0.5,0.5,0.3,weighted_50_50,0.5,0.5,50.0,0.13057074268135715,1.240188291482399,-0.17428589926325733,0.10528299902370934,203.9919534129562,1.1391765240878726,1.375,4407,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_40,0.5,0.5,0.4,weighted_50_50,0.5,0.5,10.0,0.17899845959139093,1.7519516414823961,-0.16500123212511408,0.10217089065308516,228.4921312730704,1.1450105330516491,1.3750000000000002,3941,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_40,0.5,0.5,0.4,weighted_50_50,0.5,0.5,25.0,0.15709877225350977,1.5352330402523,-0.16614776182186441,0.10232894168802684,228.4921312730704,1.1450105330516491,1.3750000000000002,3941,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_40,0.5,0.5,0.4,weighted_50_50,0.5,0.5,50.0,0.12147794141404855,1.1822872509787117,-0.16805668243520433,0.10274824609119962,228.4921312730704,1.1450105330516491,1.3750000000000002,3941,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_20,0.4,0.6,0.2,weighted_50_50,0.5,0.5,10.0,0.1672711635082611,1.651869937179653,-0.16594358001157594,0.10126170332384295,167.1765501449352,1.1586387709060897,1.3750000000000002,4288,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_20,0.4,0.6,0.2,weighted_50_50,0.5,0.5,25.0,0.15136549808862587,1.4928857275900724,-0.16711352103253363,0.1013912152090645,167.1765501449352,1.1586387709060897,1.3750000000000002,4288,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_20,0.4,0.6,0.2,weighted_50_50,0.5,0.5,50.0,0.12531616592337125,1.2314272850282384,-0.1690611855117189,0.10176497422703897,167.1765501449352,1.1586387709060897,1.3750000000000002,4288,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_30,0.4,0.6,0.3,weighted_50_50,0.5,0.5,10.0,0.16268900669472108,1.6286190185216756,-0.16356781004980503,0.09989383940904521,183.47799013944027,1.1640700523705287,1.3750000000000002,3397,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_30,0.4,0.6,0.3,weighted_50_50,0.5,0.5,25.0,0.14531274499189895,1.4527997195988336,-0.16448098312296522,0.10002255853410037,183.47799013944027,1.1640700523705287,1.3750000000000002,3397,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_30,0.4,0.6,0.3,weighted_50_50,0.5,0.5,50.0,0.11690606793280756,1.164322294569009,-0.166002119420253,0.10040696504577545,183.47799013944027,1.1640700523705287,1.3750000000000002,3397,True,True,True
